"","V180","V35","V8","V143","V209","V151","V249","V74_HK","V16","V79","V236","V193","V81","WEIGHT1A","V164","V150","V118","V47","V213G","I_WOMPOL","V256","V145","V43_16","V43_08","RELATIVISM","V183","V220","V254","V72","V7_CO","V43_24","V219","V43_23","V221","V198","WEIGHT2A","V69","V57","V56","V159","V105","V28","V259","WEIGHT4B","V169","V71","V208","V257C","V48","V210","V42","V253CS","WEIGHT1B","I_TRUSTCOURTS","V12","V213N","V41","V192","EQUALITY","V204","V213H","V168","I_WOMJOB","V257B","V59","V142","V43_03","I_TRUSTPOLICE","V239","V91","V129","V263","V132","V32","V43_12","V213A","V43","V108","V89","V114","V19","V245","V144","WEIGHT2B","V4","V252B","V251","V121","V68","V213L","V39","V21","V133","V97","V202","V33","WEIGHTB","I_HOMOLIB","V157","V194","I_AUTHORITY","I_NATIONALISM","DEFIANCE","I_DEVOUT","COW","V116"
"1608",2,2,2,2,1,1,-3,-4,1,1,1967,1,4,1,1,4,3,8,-4,0.660000026226044,1400,2,-4,-4,0,3,1,1,1,-4,-4,2,-4,7,1,1,3,1,5,8,2,0,1.0460000038147,1,5,4,1,-4,2,2,2,246039,1,0,2,-4,2,8,0.773333013057709,3,-4,1,1,-4,3,2,-4,0,22,8,2,-4,1,1,-4,-4,-4,2,2,8,2,7,2,1,1,-4,2,8,7,-4,2,1,2,2,8,0,1,0.777778029441833,9,4,0,0,0.219999998807907,0.660000026226044,375,7
"1609",2,2,1,2,1,-2,-3,-4,1,1,1966,2,4,1,1,-2,5,7,-4,1,1400,4,-4,-4,1,1,-2,2,2,-4,-4,-2,-4,6,5,1,1,2,2,6,2,0,1,1,4,1,5,-4,1,2,2,-4,1,0.330000013113022,1,-4,2,5,1,6,-4,2,1,-4,-2,2,-4,0.330000013113022,10,5,3,-4,2,0,-4,3,-4,1,4,4,2,2,3,1,2,-4,2,5,6,-4,2,2,2,3,5,0,1,0.444444000720978,5,3,0.5,0,0.27666699886322,0.330000013113022,165,5
"1610",2,2,1,3,3,3,-2,-4,1,1,1952,-1,3,0.660000026226044,4,4,6,2,-4,0.660000026226044,1230,3,-4,-4,1,1,2,3,3,-4,-4,2,-4,7,5,1,2,1,1,-1,4,0,1,1,3,1,9,-4,1,4,2,-4,1,0.660000026226044,1,-4,2,8,0.773333013057709,8,-4,1,1,891023,3,3,-4,0.660000026226044,15,8,3,-4,3,0,-4,-4,-4,1,3,-1,2,-3,3,1,1,-4,4,8,2,-4,2,1,3,1,9,-2,1,0.888889014720917,-1,4,1.77964904969252e-43,0.660000026226044,0.791100025177002,1,345,5
"1611",3,2,1,1,1,2,-3,-4,1,1,1921,1,3,1,2,3,7,9,-4,1,1400,2,-4,-4,0.333332985639572,2,1,2,2,-4,-4,1,-4,8,2,1,3,1,0,6,3,0,0.804000020027161,1,1,1,1,-4,1,2,2,246031,1,0,1,-4,2,4,0.886667013168335,2,-4,5,1,-4,1,1,-4,0,21,7,2,-4,1,0,-4,-4,-4,1,1,-1,2,-3,1,1,1,-4,2,7,5,-4,2,1,1,3,10,0,1,1,8,4,0.5,0,0.166666999459267,0,375,5
"1612",1,2,1,2,1,2,-3,-4,2,1,1959,1,4,1,3,2,5,4,-4,0.660000026226044,8000,3,-4,-4,0,3,2,1,2,-4,-4,2,-4,7,1,1,1,1,3,1,2,1,1,1,4,3,2,-4,2,1,2,-4,1,0,1,-4,2,10,0.330000013113022,10,-4,3,0,-4,3,3,-4,0.330000013113022,15,9,2,-4,2,0,-4,-4,-4,1,3,6,2,3,2,1,1,-4,1,6,4,-4,2,1,2,3,1,-5,1,0,10,2,0,0,0,0,530,5
"1613",1,1,1,3,1,2,1,-4,1,2,1987,-4,3,1,2,4,5,4,-4,0,505,3,-4,-4,0.666666984558105,1,1,1,3,-4,-4,1,-4,5,5,1,3,1,0,2,2,0,1,1,-4,1,7,-4,2,2,1,-4,1,0.660000026226044,1,-4,1,10,0.553332984447479,7,-4,-4,1,-4,2,2,-4,1,15,9,3,2,2,0,-4,-4,-4,3,3,5,1,-3,3,1,1,-4,-1,-1,3,-4,1,1,3,2,6,-4,1,0.555555999279022,9,1,0,0,0,0,452,8
"1614",1,2,1,2,2,2,-3,-4,1,1,1965,2,4,1,2,3,3,5,-4,0.660000026226044,158004,2,-4,-4,0,3,1,2,3,-4,-4,1,-4,10,1,1,4,2,3,8,1,0,1.17448341846466,1,5,2,1,-4,1,-4,2,-4,1,0.660000026226044,1,-4,2,5,0.773333013057709,8,-4,1,1,-4,2,2,-4,0.660000026226044,21,5,3,-4,3,0,-4,-4,-4,3,2,7,2,4,2,1,1,-4,3,8,4,-4,2,2,3,2,5,0,1,0.444444000720978,10,4,0,0.330000013113022,0.330000013113022,0.660000026226044,713,7
"1615",-1,2,4,4,-3,-1,1,-4,2,2,1948,2,-1,0.660000026226044,4,-1,-2,6,-4,0.330000013113022,20,4,-4,-4,0.958999991416931,-1,-1,2,-2,-4,-4,-1,-4,-1,5,1,2,2,4,-1,3,-1,1,0.660000026226044,-2,-2,-2,-4,-1,-1,-1,-4,1,1,2,-4,-1,7,0.496666997671127,2,-4,-1,0.5,891037,2,4,-4,1,-1,-1,4,-4,4,-1,-4,-4,-4,-1,-1,-2,2,1,4,1,1,-4,2,-1,-2,-4,2,2,4,3,-1,-2,0.8299999833107,1.77964904969252e-43,-1,3,0.5,1.77964904969252e-43,0.42179000377655,0.330000013113022,345,-1
"1616",2,2,1,2,2,1,1,-4,2,1,1966,1,6,1,-1,-1,7,5,-4,1.77964904969252e-43,220,2,-4,-4,1,2,1,1,3,-4,-4,1,-4,6,5,0.660000026226044,1,1,1,8,2,0,1,1,2,1,2,-4,1,2,2,-4,1,1.77964904969252e-43,2,-4,2,10,0.344020009040833,9,-4,1,0,-4,2,2,-4,1.77964904969252e-43,-2,1,3,-4,2,0,-4,-4,-4,1,4,5,1,-3,2,0.660000026226044,1,-4,-1,7,4,-4,2,1,3,-1,1,0,0.915000021457672,0,8,2,0,0.330000013113022,0.219999998807907,0.330000013113022,439,6
"1617",-4,2,1,2,1,2,-4,-4,2,1,1962,-4,4,1,-4,3,5,5,-4,0.330000013113022,1220,2,-4,-4,0.333332985639572,-4,-4,1,3,-4,-4,-4,-4,-4,1,1,1,-4,2,10,-4,0,1.04299688339233,1,-4,1,5,-4,4,-4,2,643038,1,0.660000026226044,1,-4,2,5,0.663332998752594,6,-4,-4,1,-4,3,2,-4,0.660000026226044,18,-4,3,-4,2,0,-4,-4,-4,-4,2,-4,2,1,2,1,1,-4,-4,1,3,-4,2,2,2,1,1,-4,1,0,10,-4,1,0,0.443332999944687,0.330000013113022,365,10
"1618",2,2,1,3,2,1,-3,-4,2,1,1967,1,4,1,3,4,7,7,-4,1,530,2,-4,-4,0.333332985639572,3,1,1,4,-4,-4,1,-4,6,1,1,1,1,2,10,3,0,0.962016642093658,1,2,3,1,-4,2,1,2,-4,1,0.660000026226044,2,-4,2,7,0.886667013168335,7,-4,3,1,-4,1,3,-4,0.660000026226044,14,6,1,-4,3,0,-4,-4,-4,4,3,6,2,1,2,1,1,-4,1,7,2,-4,2,2,4,3,5,0,1,0.444444000720978,9,5,0,0.330000013113022,0.443332999944687,1,310,9
"1619",3,2,3,2,3,1,-3,-4,1,1,1939,2,6,1,2,4,4,9,-4,0.660000026226044,-4,3,-4,-4,0.333332985639572,3,2,1,2,-4,-4,2,-4,4,1,0.660000026226044,3,1,2,3,4,0,0.349520713090897,1,2,3,1,-4,2,4,2,-4,1,0.660000026226044,2,-4,2,1,0.773333013057709,6,-4,1,1,-4,3,3,2,0.330000013113022,14,-3,3,-4,3,0,-4,-4,-4,3,1,-2,2,2,3,1,1,-4,2,6,6,-4,2,2,3,3,6,0,1,0.555555999279022,9,5,0,0.660000026226044,0.439999997615814,0.660000026226044,255,5
"1620",3,1,3,2,1,1,1,-4,1,1,1921,1,6,1,1,3,10,-4,-4,0,-4,-1,-4,-4,0,3,1,1,2,-4,-4,1,-4,10,1,1,3,1,5,5,3,1,1,1,4,1,1,-4,4,1,1,-4,1,0,2,-4,2,10,0.109999999403954,10,-4,1,0,-4,2,1,-4,0.330000013113022,7,10,4,-4,1,1,-4,-4,1,4,1,5,1,1,2,1,1,-4,1,10,5,-4,2,1,1,-1,1,1,1,0,10,2,0,0,0.109999999403954,0.330000013113022,750,1
"1621",1,1,1,1,1,1,1,-4,1,1,1954,2,5,1,2,4,10,10,-4,0.660000026226044,1319,1,-4,-4,0,3,1,1,1,-4,-4,1,-4,10,1,1,3,1,2,10,1,0,1,1,2,2,1,-4,2,2,1,-4,1,0.330000013113022,1,-4,1,1,0.439999997615814,6,-4,4,0,704007,1,3,-4,0.330000013113022,17,10,2,-4,1,0,-4,-4,1,1,1,10,2,1,1,1,1,-4,1,1,10,-4,1,2,1,3,1,1,1,0,10,4,0,0,0,0,816,10
"1622",1,2,1,2,2,2,1,-4,1,1,1947,1,5,1,2,3,7,8,-4,1,-4,2,-4,-4,0,3,1,2,4,-4,-4,2,-4,9,2,1,1,2,2,6,1,1,1,1,4,1,1,-4,2,2,2,8,1,0.330000013113022,1,-4,2,7,1,3,-4,5,1,-4,1,2,-4,0.330000013113022,24,7,1,-4,3,0,-4,-4,2,1,2,4,2,7,2,1,1,-4,1,8,10,-4,2,2,2,2,9,0,1,0.888889014720917,4,5,1,0.330000013113022,0.77666699886322,1,385,8
"1623",3,1,2,3,1,2,1,-4,1,1,1983,1,1,1,2,3,8,3,-4,0.660000026226044,220,3,-4,-4,1,1,1,3,4,-4,-4,1,-4,8,5,1,2,1,1,9,2,1,0.526285946369171,1,3,2,2,-4,1,1,2,-4,1,0.330000013113022,1,-4,2,10,0.663332998752594,1,-4,1,1,-4,1,2,-4,0.660000026226044,20,10,2,-4,4,0,-4,-4,-4,1,1,9,2,-3,3,1,1,-4,2,7,8,-4,2,1,3,3,6,-2,1,0.555555999279022,5,3,0.5,0,0.166666999459267,0,560,3
"1624",-4,2,-4,2,1,2,1,-4,2,1,-4,1,-4,0.660000026226044,2,3,3,1,-4,1,-4,2,-4,-4,0.527999997138977,-4,-4,-4,3,3,-4,-4,-4,-4,1,0.660000026226044,-4,-4,-4,-4,-4,0,1,0.660000026226044,-4,1,1,-4,-4,2,-4,-1,1,0.660000026226044,2,-4,2,9,0.948000013828278,10,-4,-4,1.77964904969252e-43,-4,1,1,-4,0,26,2,2,-4,1,0,-4,3,-4,-4,-4,-1,2,-4,3,0.660000026226044,-4,5,4,6,-4,-4,2,1,3,3,1,0,0.8299999833107,0,-4,-4,0,0,0.202000007033348,1.77964904969252e-43,100,2
"1625",1,2,1,2,1,4,1,-4,2,1,1981,1,4,1,1,4,5,5,-4,0,220,2,-4,-4,0.958999991416931,1,2,1,1,-4,-4,2,-4,9,3,1,2,2,2,7,4,0,1,1,4,2,1,-4,1,2,2,-4,1,0.330000013113022,2,-4,1,7,0,10,-4,1,0,-4,2,2,-4,0.330000013113022,25,-1,2,-4,2,0,-4,-4,-4,1,2,-1,1,2,2,1,2,-4,2,8,-2,-4,2,1,1,2,2,0,1,0.111111000180244,4,2,0.5,0,0.166666999459267,0,439,4
"1626",2,2,2,3,2,2,2,-4,1,1,1951,1,3,1,4,3,6,5,-4,0.660000026226044,520,2,-4,-4,1,2,1,1,1,-4,-4,1,-4,2,8,1,2,1,2,5,3,0,0.887287557125092,1,3,3,1,-4,2,3,2,-4,1,0.660000026226044,1,-4,2,8,0.773333013057709,6,-4,1,1,-4,1,2,-4,1,17,9,3,-4,2,0,-4,-4,-4,3,4,7,1,7,-1,1,1,-4,1,3,6,-4,2,1,3,3,6,0,1,0.555555999279022,6,3,0,0.330000013113022,0.330000013113022,0.660000026226044,310,6
"1627",2,2,1,2,1,2,-3,-4,1,1,1969,1,5,1,1,2,5,3,-4,0.660000026226044,780,2,-4,-4,1,3,1,2,4,-4,-4,1,-4,6,3,1,1,1,3,8,2,1,1,1,4,1,3,-4,1,2,2,-4,1,0,1,-4,1,10,0.60666698217392,8,-4,1,0.5,-4,2,2,-4,0,17,8,3,-4,1,0,-4,-4,-5,2,4,-4,1,5,2,1,1,-4,2,8,6,-4,2,1,1,3,3,-5,1,0.222222000360489,7,2,0,0,0.109999999403954,0.330000013113022,820,5
"1628",-4,2,-4,4,1,2,-3,-4,1,1,-4,1,-4,0.660000026226044,2,3,1,5,-4,0.660000026226044,-4,2,-4,-4,0.0780000016093254,-4,-4,-4,3,3,-4,-4,-4,-4,1,0.660000026226044,-4,-4,-4,-4,-4,0,1,0.660000026226044,-4,4,1,-4,-4,2,-4,170002,1,0.330000013113022,2,-4,2,10,0.639959990978241,10,-4,-4,1.77964904969252e-43,-4,1,2,-4,0.660000026226044,-1,6,4,-4,1,0,-4,3,-4,-4,-4,-1,1,-4,4,0.660000026226044,-4,5,2,8,-4,-4,2,2,3,3,1,0,0.8299999833107,0,-4,-4,1.77964904969252e-43,0,1.77964904969252e-43,1.77964904969252e-43,100,1
"1629",1,2,2,4,1,-2,-3,-4,1,-2,1967,2,2,1,3,4,-2,6,-4,0.660000026226044,220,2,-4,-4,0,3,-2,1,3,-4,-4,1,-4,10,1,1,1,1,1,10,4,1,1,1,3,2,-2,-4,1,-2,2,-4,1,0.660000026226044,1,-4,2,10,0.773333013057709,10,-4,4,1,-4,3,2,-4,0.660000026226044,28,10,2,-4,1,-2,-4,-4,-4,2,2,-1,2,3,2,1,1,-4,3,6,1,-4,2,2,1,1,1,-4,0.915000021457672,0,10,2,0.5,0,0.27666699886322,0.330000013113022,551,1
"1630",1,2,1,2,2,3,1,-4,2,1,1967,2,5,1,3,3,9,8,-4,0.660000026226044,80,2,-4,-4,1,1,2,3,2,-4,-4,2,-4,8,6,1,1,1,2,5,2,0,1.85057425498962,1,1,3,1,-4,2,2,2,5,1,0.330000013113022,1,-4,2,2,0.60666698217392,9,-4,5,0.5,-4,1,3,-4,0.330000013113022,19,4,2,-4,2,0,-4,-4,-4,3,3,3,1,3,2,1,1,-4,2,5,2,-4,2,2,2,2,3,0,1,0.222222000360489,6,4,0,0.330000013113022,0.330000013113022,0.660000026226044,732,8
"1631",3,2,2,2,1,3,1,-4,1,1,1956,1,3,1,2,3,7,5,-4,1,101,2,-4,-4,0.333332985639572,3,2,2,3,-4,-4,2,-4,7,1,1,3,2,1,4,4,0,1.19338417053223,1,1,2,1,-4,2,2,2,36006,1,0.330000013113022,2,-4,2,10,0.833333015441895,1,-4,5,0.5,-4,1,2,-4,0,-2,9,2,-4,2,1,-4,-4,-4,2,1,5,2,1,2,1,1,-4,3,8,4,-4,2,2,3,2,10,1,1,1,4,3,0.5,0,0.166666999459267,0,900,1
"1632",1,2,1,2,1,1,-3,-4,1,1,1980,-4,1,1,2,4,1,1,-4,0.660000026226044,502,2,-4,-4,0.333332985639572,1,1,2,1,-4,-4,2,-4,10,3,1,1,1,2,10,2,1,1,0.660000026226044,-4,3,5,-4,2,1,1,-4,1,0.330000013113022,2,-4,2,10,0.439999997615814,10,-4,-4,0,-4,2,3,-4,0.330000013113022,18,7,4,2,2,0,-4,-4,-4,1,3,-1,1,6,2,1,1,-4,2,-1,2,-4,2,1,3,3,1,-4,0.915000021457672,0,1,4,0.5,0,0.27666699886322,0.330000013113022,452,10
"1633",2,2,2,4,2,1,1,-4,2,1,1977,1,3,1,2,4,6,1,-4,1,8000,3,-4,-4,0.333332985639572,3,1,1,3,-4,-4,1,-4,10,1,1,1,2,2,10,1,0,1.15983903408051,1,5,2,1,-4,1,2,2,-4,1,0.660000026226044,1,-4,2,10,0.666666984558105,10,-4,1,0,780085,1,3,-4,0.660000026226044,29,9,4,-4,3,2,-4,-4,2,2,1,-1,1,1,4,1,1,-4,4,5,5,-4,2,2,3,2,1,0,1,0,9,2,0,0.330000013113022,0.330000013113022,0.660000026226044,52,10
"1634",1,-4,1,4,1,1,-3,-4,1,1,1969,2,1,1,-4,1,5,7,-4,0,-4,4,-4,-4,0,1,1,1,3,-4,-4,1,-4,9,1,1,2,1,3,10,4,0,1.16016411781311,1,5,1,-4,-4,1,3,-4,-4,1,1.77964904969252e-43,1,1,-4,10,0.219999998807907,NA,-4,3,0,-4,2,4,-4,1.77964904969252e-43,17,10,3,2,-4,0,-4,-4,-4,1,1,1,2,2,4,1,1,-4,2,7,5,-4,-4,1,4,3,-4,0,0.915000021457672,1.77964904969252e-43,9,-4,0,0,0.109999999403954,0.330000013113022,651,5
"1635",2,2,1,2,2,1,1,-4,1,1,1955,1,-4,1,2,4,6,6,-4,1,1400,2,-4,-4,0,3,1,2,3,-4,-4,2,-4,9,1,1,3,1,2,-4,1,0,1,1,5,4,1,-4,4,1,2,380048,1,0.330000013113022,1,-4,2,9,1,5,-4,1,1,380016,2,3,-4,0.330000013113022,18,9,2,-4,2,0,-4,-4,-4,4,-4,3,2,9,2,1,1,-4,3,3,6,-4,2,2,3,1,7,0,1,0.666666984558105,-4,5,0,0.330000013113022,0.330000013113022,0.660000026226044,325,8
"1636",2,1,1,-2,3,2,-3,-4,1,1,1963,1,3,1,3,3,1,5,-4,0,1400,1,-4,-4,0.333332985639572,3,1,2,3,-4,-4,1,-4,8,1,1,1,1,4,10,4,0,1,1,4,1,4,-4,1,1,2,-4,1,0.330000013113022,2,-4,1,10,0.109999999403954,10,-4,1,0,-4,2,2,-4,0.660000026226044,11,7,4,-4,1,0,-4,-4,-2,1,1,-2,1,8,4,1,1,-4,2,8,4,3,1,1,1,2,-4,-2,0.915000021457672,1.77964904969252e-43,10,1,0,0.660000026226044,0.219999998807907,0,600,1
"1637",2,2,1,2,1,2,1,-4,1,1,1961,2,3,1,1,2,4,9,-4,0.330000013113022,1400,2,-4,-4,0.666666984558105,1,1,2,4,-4,-4,1,-4,5,3,1,1,1,2,9,2,0,0.624906241893768,1,3,2,1,-4,2,2,2,-4,1,0.330000013113022,2,-4,2,7,0.663190007209778,10,-4,1,1,-4,1,2,-4,0.330000013113022,18,5,2,-4,2,0,-4,-4,-4,1,2,-1,2,-1,2,0.660000026226044,1,-4,2,3,5,-4,2,1,2,3,1,0,0.915000021457672,0,8,4,0,0,0.109999999403954,0.330000013113022,155,6
"1638",1,2,1,-1,2,1,2,-4,2,1,1967,1,5,1,2,2,2,-1,-4,0.660000026226044,644,-1,-4,-4,0,-2,1,2,3,-4,-4,1,-4,9,2,1,-1,1,2,-1,-1,0,1,0.660000026226044,3,1,1,-4,2,2,2,-4,1,1,1,-4,2,10,0.60666698217392,10,-4,1,0.5,-4,2,-1,-4,0.660000026226044,15,10,-1,-4,3,0,-4,-4,-2,3,1,-1,1,-3,-1,1,1,-4,-2,2,-5,-4,2,1,3,3,1,-1,0.915000021457672,0,10,1,1,0.330000013113022,0.553332984447479,0.330000013113022,850,-2
"1639",3,2,1,3,1,1,1,-4,1,1,1970,1,3,1,3,4,2,1,-4,0,651,3,-4,2,0,3,-4,1,2,-4,-4,-4,-4,-4,1,0.660000026226044,1,1,1,1,3,0,1,1,-4,4,1,364000,1,2,-4,-4,1,0.330000013113022,1,2,1,10,0.219999998807907,10,-4,-4,0,364007,2,3,-4,0.660000026226044,28,-4,-4,-4,3,0,-4,-4,-4,1,1,-4,1,2,3,1,1,-4,1,2,10,-4,2,2,3,-4,1,-4,1,0,10,5,0.5,0,0.166666999459267,0,630,1
"1640",1,2,2,2,-3,2,1,-4,2,1,1969,1,5,0.660000026226044,3,3,1,5,-4,0.660000026226044,1400,2,-4,-4,0.333332985639572,1,1,2,2,-4,-4,3,-4,5,5,1,3,1,4,10,2,1,0.818873345851898,1,4,1,1,-4,2,2,2,-4,1,0.660000026226044,1,-4,2,10,0.773333013057709,10,-4,1,1,-4,-2,3,-4,0.330000013113022,17,-4,2,-4,2,1,-4,2,-4,4,2,8,2,-3,2,1,1,-4,1,5,8,-4,2,1,2,3,10,-5,1,1,10,2,0,1.77964904969252e-43,0.22979000210762,0.330000013113022,160,1
"1641",-4,2,-4,1,1,2,-3,-4,1,1,-4,1,-4,0.660000026226044,2,3,10,1,-4,0.330000013113022,-4,1,-4,-4,0.0780000016093254,-4,-4,-4,2,3,-4,-4,-4,-4,1,0.660000026226044,-4,-4,-4,-4,-4,0,1,0.660000026226044,-4,4,1,-4,-4,2,-4,170002,1,0,2,-4,2,10,0.479909986257553,10,-4,-4,1.77964904969252e-43,-4,2,3,-4,0.660000026226044,15,10,3,-4,3,0,-4,2,-4,-4,-4,5,2,-4,1,0.660000026226044,-4,5,2,1,-4,-4,2,1,3,3,3,0,0.8299999833107,0.222222000360489,-4,-4,0,0,0.202000007033348,1.77964904969252e-43,100,10
"1642",2,2,1,2,1,-4,1,-4,1,1,1977,1,4,1,-4,-4,5,10,-4,0.330000013113022,220,4,-4,-4,0,2,1,1,3,-4,-4,1,-4,-4,1,1,2,1,1,10,3,0,1,1,1,1,1,-4,2,2,2,-4,1,0.660000026226044,1,-4,2,10,0.330000013113022,10,-4,4,0,-4,2,1,-4,0,27,10,2,-4,-4,2,-4,-4,-4,3,6,5,2,2,1,1,1,-4,1,7,5,-4,2,1,3,3,2,-4,1,0.111111000180244,10,3,0,0,0,0,517,8
"1643",1,2,1,2,2,1,-3,-4,1,1,1960,2,5,1,2,3,7,9,-4,1,-4,3,-4,-4,1,3,1,2,2,-4,-4,1,-4,5,2,1,3,1,3,2,2,0,1,1,1,1,1,-4,4,3,2,8,1,0,1,-4,2,3,1,2,-4,5,1,-4,2,2,-4,0,22,5,1,-4,1,0,-4,-4,2,4,3,7,2,5,2,1,1,-4,1,8,7,-4,2,1,2,2,5,1,1,0.444444000720978,9,5,1,0.330000013113022,0.77666699886322,1,385,7
"1644",1,2,3,3,4,1,1,-4,1,1,1972,1,5,1,3,4,5,3,-4,1.77964904969252e-43,-4,3,-4,-4,1,1,1,1,2,-4,-4,1,-4,6,1,1,1,2,1,8,2,0,0.464153110980988,1,4,4,1,-4,2,4,2,-4,1,0.660000026226044,1,-4,2,9,0.899999976158142,7,-4,5,1,-4,1,4,2,0.660000026226044,16,7,2,-4,3,0,-4,-4,-4,4,5,-1,1,2,-1,0.660000026226044,1,-4,2,7,7,-4,2,2,3,3,9,0,0.915000021457672,0.888889014720917,10,5,0,1,0.666666984558105,1,255,5
"1645",-1,2,1,-1,2,-1,-3,-4,1,1,1945,-4,3,0.660000026226044,3,-1,3,-1,-4,0.330000013113022,80,-1,-4,-4,0.952000021934509,-1,2,2,-1,-4,-4,2,-4,7,-1,1,1,1,3,-1,3,0,1.18545091152191,0.660000026226044,-1,-1,6,156044,-1,-1,2,-4,1,0.330000013113022,1,-4,2,5,0.479909986257553,5,-4,-1,1.77964904969252e-43,156422,2,3,-4,0.660000026226044,16,-1,-1,-4,3,0,-4,-4,2,4,3,-4,2,2,-1,0.660000026226044,2,-4,2,-1,6,-4,2,2,3,3,5,0,0.8299999833107,0.444444000720978,-1,-4,1.77964904969252e-43,0.330000013113022,1.77964904969252e-43,1.77964904969252e-43,710,1
"1646",1,-4,2,2,2,1,1,-4,2,1,1953,1,6,1,-4,1,1,8,-4,0,-4,1,-4,-4,0,3,1,1,2,-4,-4,1,-4,5,1,1,1,1,1,10,2,0,0.724637746810913,1,3,3,-4,-4,2,2,-4,-4,1,1.77964904969252e-43,2,1,-4,10,0.219999998807907,NA,-4,1,0,-4,2,1,-4,1.77964904969252e-43,-2,9,2,2,-4,0,-4,-4,-4,1,1,5,1,-3,2,1,1,-4,2,10,7,-4,-4,1,1,3,-4,0,0.915000021457672,1.77964904969252e-43,8,-4,0,0.330000013113022,0.109999999403954,0,651,10
"1647",1,2,1,-1,1,3,1,-4,1,1,1984,1,5,1,2,3,2,3,-4,0.330000013113022,1230,1,-4,-4,1,1,1,2,3,-4,-4,1,-4,5,7,1,4,2,0,10,2,0,1,1,4,1,10,-4,2,2,2,-4,1,0.330000013113022,2,-4,2,10,0.553332984447479,1,-4,1,1,891010,1,1,-4,0,19,7,4,-4,2,0,-4,-4,-4,1,2,3,2,2,-1,1,1,-4,2,8,8,-4,2,1,2,3,10,-2,1,1,9,2,0.5,0,0.166666999459267,0,345,3
"1648",1,2,3,3,1,1,-3,-4,2,1,1979,1,1,1,2,4,2,7,-4,0.330000013113022,-4,3,-4,-4,0,1,1,3,3,-4,-4,1,-4,1,1,1,2,1,1,9,4,0,1,1,3,1,1,-4,1,4,2,-4,1,1.77964904969252e-43,1,-4,2,9,0.77666699886322,10,-4,1,1,-4,3,-1,-4,0.660000026226044,21,10,3,-4,2,0,-4,-4,2,4,1,7,2,3,3,1,1,-4,-2,6,6,-4,2,2,3,1,1,0,1,0,10,3,0,0,0.109999999403954,0.330000013113022,372,1
"1649",-1,2,4,2,1,1,-4,-4,1,1,1929,-2,4,1,2,-1,-1,-1,-4,0.660000026226044,-4,2,-4,-4,0.527999997138977,-1,2,2,3,-4,-4,2,-4,5,-1,1,1,1,3,5,-1,0,1.0927300453186,1,2,2,-1,-4,2,2,2,-4,1,0.330000013113022,1,-4,2,9,0.773333013057709,NA,-4,1,1,724047,-1,2,-4,0.330000013113022,-5,7,2,-4,2,0,-4,-4,-4,-4,2,5,1,1,2,1,1,-4,1,7,9,-4,2,2,-1,3,1,-2,0.915000021457672,0,-1,-2,0,0,0.109999999403954,0.330000013113022,230,-1
"1650",1,2,1,1,1,1,1,-4,2,1,1971,-4,3,1,2,4,4,4,-4,0,502,1,-4,-4,0.666666984558105,3,2,2,2,-4,-4,2,-4,5,2,1,1,1,3,6,2,0,1,1,-4,4,5,-4,4,2,2,-4,1,0.660000026226044,2,-4,2,10,0.666666984558105,9,-4,-4,1,-4,2,3,-4,1,17,8,3,2,2,0,-4,-4,-4,1,6,-1,1,1,1,1,1,-4,1,7,8,-4,2,1,2,3,1,-4,1,0,6,1,0,0,0,0,452,7
"1651",3,2,1,3,2,1,-3,-4,1,1,1943,1,5,0.660000026226044,2,4,-2,5,-4,1.77964904969252e-43,1400,3,-4,-4,0,3,1,-2,1,-4,-4,1,-4,9,1,1,4,1,5,6,3,0,1,1,1,2,1,-4,2,3,2,-4,1,0.330000013113022,2,-4,2,9,1.77964904969252e-43,10,-4,4,1.77964904969252e-43,-4,1,3,-4,0.660000026226044,-2,1,1,-4,2,0,-4,4,-4,4,1,8,2,-3,3,0.660000026226044,1,-4,2,10,7,-4,2,2,3,3,1,0,0.915000021457672,0,6,4,0.5,0.330000013113022,0.506259977817535,1.77964904969252e-43,165,9
"1652",-4,1,1,1,1,2,-4,-4,1,1,1953,-4,4,0.660000026226044,-4,-1,2,8,-4,0.330000013113022,1220,1,-4,-4,0,-4,-4,1,3,-4,-4,-4,-4,-4,1,1,1,-4,1,9,-4,1,0.700997948646545,1,-4,1,1,-4,2,-4,1,643033,1,0.660000026226044,2,-4,2,9,0.219999998807907,7,-4,-4,0,-4,1,-1,-4,0.660000026226044,17,-4,3,-4,3,1,-4,-4,-4,-4,2,-4,1,3,1,1,1,-4,-4,8,3,-4,1,2,3,3,1,-4,1,0,10,-4,0,0,0.202000007033348,1.77964904969252e-43,365,2
"1653",2,2,1,1,1,1,-3,-4,2,1,1950,1,1,1,3,2,7,8,-4,0,220,2,-4,-4,1,1,1,1,2,-4,-4,3,-4,2,9,1,1,2,6,9,1,0,1,0.660000026226044,1,1,9,-4,2,1,2,-4,1,0,1,-4,1,9,0,3,-4,3,0,-4,2,3,-4,0,-3,7,4,-4,1,0,-4,-4,-4,3,1,5,1,6,4,1,1,-4,2,2,7,-4,2,1,3,2,8,-5,0.915000021457672,0.777778029441833,9,1,0,0,0,0,432,5
